Work ID,Warnings,Relationships,Characters,Other
45178297,No Archive Warnings Apply,CT-7567 | Rex/Ahsoka Tano,"CT-5597 | Jesse, CT-27-5555 | ARC-5555 | Fives, CT-21-0408 | CT-1409 | Echo, CT-7567 | Rex, Ahsoka Tano","Broken Datapad, crackfic"
45175177,No Archive Warnings Apply,Qui-Gon Jinn/Obi-Wan Kenobi,"Qui-Gon Jinn, Obi-Wan Kenobi, Mace Windu","Alternate Universe, Qui-Gon Jinn Lives, Obi-Wan Kenobi is Not a Jedi, Injury Recovery, Eventual Romance"
45173599,No Archive Warnings Apply,CC-2224 | Cody/Obi-Wan Kenobi,"CC-2224 | Cody, Obi-Wan Kenobi, Clone Trooper Waxer (Star Wars), Clone Trooper Boil (Star Wars)","Falling asleep sitting up, Fluff, Set during Clone Wars, One-Shot, Codywan Sleep Bingo 2023"
45173425,No Archive Warnings Apply,CC-2224 | Cody/Obi-Wan Kenobi,"CC-2224 | Cody, Obi-Wan Kenobi","Counting sheep, Pining, Pre-Relationship, Cody has it bad, Set during Clone Wars, One-Shot, Codywan Sleep Bingo 2023"
45173218,No Archive Warnings Apply,CC-2224 | Cody/Obi-Wan Kenobi,"CC-2224 | Cody, Obi-Wan Kenobi","Fluff, Lullabies, Singing to Sleep, No Beta, One-Shot, Established Relationship, Set during Clone Wars, Codywan Sleep Bingo 2023"
45172996,Creator Chose Not To Use Archive Warnings,"No Romantic Relationship(s), CC-2224 | Cody & Obi-Wan Kenobi",Obi-Wan Kenobi,"Mentioned CC-2224 | Cody, Mentioned 212th Attack Battalion (Star Wars), The 212th Attack Battalion Loves Obi-Wan Kenobi, POV Obi-Wan Kenobi, Hurt No Comfort, Bittersweet, Post-Star Wars: The Clone Wars, Obi-Wan Kenobi on Tatooine, Obi-Wan Kenobi Needs a Hug, Obi-Wan Kenobi-centric"
45172918,No Archive Warnings Apply,CC-2224 | Cody/Obi-Wan Kenobi,"CC-2224 | Cody, Obi-Wan Kenobi","weapon under the pillow, Set during Clone Wars, Fluff, I think?, No Beta, One-Shot, Codywan Sleep Bingo 2023"
43144572,No Archive Warnings Apply,"Din Djarin & Grogu | Baby Yoda, Din Djarin & Original Child Character(s)","Din Djarin, Grogu | Baby Yoda, Original Child Character(s), Eva (oc), Cara Dune","One Shot Collection, Found Family"
40731102,Graphic Depictions Of Violence,"CC-2224 | Cody/Obi-Wan Kenobi, Padmé Amidala/Anakin Skywalker, CC-1010 | Fox/Quinlan Vos","Obi-Wan Kenobi, CC-2224 | Cody, Clone Trooper Waxer (Star Wars), Clone Trooper Boil (Star Wars), Clone Trooper Crys (Star Wars), Clone Trooper Longshot (Star Wars), Gearshift (Star Wars), Original Clone Trooper Character(s) (Star Wars), Anakin Skywalker, CT-7567 | Rex, CT-27-5555 | ARC-5555 | Fives, Clone Trooper Wooley (Star Wars), Mace Windu, Ahsoka Tano, Ki-Adi-Mundi, Luminara Unduli, Barriss Offee, Satine Kryze, Pre Vizsla, Padmé Amidala, Dooku | Darth Tyranus, Asajj Ventress, Plo Koon, Quinlan Vos, Bant Eerin, Bail Organa, Breha Organa, Stitch (212th medic), Kit Fisto, Sheev Palpatine | Darth Sidious","Blind Obi-Wan Kenobi, It started life as a blind!Obi drabble and sort of grew, BAMF Obi-Wan Kenobi, Protective Anakin Skywalker, Anakin does surprisingly come out of this fic better, Manipulative Sheev Palpatine, Anakin Skywalker is a Disaster, Worried CC-2224 | Cody, Anakin Skywalker Has Issues, Sheev Palpatine | Darth Sidious Being an Asshole, But don't worry I kill Palpatine off, Qui-Gon Jinn is a Good Jedi Master, Fluff, Hurt/Comfort, Episode: s02e05 Landing at Point Rain, Hurt Obi-Wan Kenobi, Obi-Wan Kenobi Has PTSD, Cody and Obi-Wan act like a married couple, Episode: s02e12 The Mandalore Plot, Past Obi-Wan Kenobi/Satine Kryze, That's Not How The Force Works (Star Wars), Asexual Obi-Wan Kenobi, Obi-Wan Kenobi Needs a Break, BAMF Ahsoka Tano, Episode: s03e06 The Academy, Citadel Arc (Star Wars: The Clone Wars), Whump, Obi-Wan Kenobi Whump, Zygerria Arc (Star Wars: Clone Wars), Hurt No Comfort, Heavy Angst, a lot of fluff, Also Obi-Wan in a dress, for fluff reasons, Rako Hardeen Arc (Star Wars: Clone Wars), but not quite canon, Character Death, Order 66 Happened Differently (Star Wars), Tooth-Rotting Fluff, The Jedi are adopting clones and you cannot stop me doing that"
45170551,No Archive Warnings Apply,,"Fennec Shand, Boba Fett","Drabble, Character Study, POV Fennec Shand, Shippy if you Squint"
45170350,No Archive Warnings Apply,,"Biggs Darklighter, Bodhi Rook, Original Rebel Alliance Characters (Star Wars)","Destruction of Alderaan (Star Wars), Drinking to Cope, Bullying, Bodhi Rook Lives, Whump, Febuwhump, Lt. Kore is kinda a character from a different fandom, it's not necessary to know, but it made it more fun to write"
45170083,No Archive Warnings Apply,"CC-2224 | Cody/Obi-Wan Kenobi, CC-5052 | Bly/Aayla Secura","CC-2224 | Cody, Obi-Wan Kenobi, CC-5052 | Bly, Aayla Secura","Idiots, The GAR, Obi Wan is stressed, Fluff, the obligatory cave, Mentioned Jedi Order (Star Wars)"
45169972,No Archive Warnings Apply,CC-2224 | Cody/Obi-Wan Kenobi,"CC-2224 | Cody, Obi-Wan Kenobi, CT-7567 | Rex","Fluff and Angst, Hurt, Clones, HoloNet (Star Wars), CC-2224 | Cody is So Done"
45169906,No Archive Warnings Apply,CC-2224 | Cody/Obi-Wan Kenobi,"CC-2224 | Cody, Obi-Wan Kenobi","Clone Wars, Fluff and Angst, GAR - Freeform, War, the galaxys shit, sad little men"
45168823,No Archive Warnings Apply,"CT-7567 | Rex/Original Female Character(s), CT-7567 | Rex/Original Jedi Character(s)","CT-7567 | Rex, Original Jedi Character(s) (Star Wars), CT-27-5555 | ARC-5555 | Fives, CT-21-0408 | CT-1409 | Echo, CT-5597 | Jesse, CT-6116 | Kix, Clone Trooper Hardcase (Star Wars), CT-6922 | Dogma, CT-5385 | Tup","Friends to Lovers, Forbidden Love, Pining, First Crush, Secret Crush, Gossip, Torrent Company (Star Wars: The Clone Wars)"
41972520,Creator Chose Not To Use Archive Warnings,,,
45167932,Creator Chose Not To Use Archive Warnings,Obi-Wan Kenobi & The Force,"Obi-Wan Kenobi, Mace Windu, CC-2224 | Cody, Quinlan Vos","Dimension Travel, Or Is It?, the one where obi-wan thinks that things would have been better if he didn't exist, and the force said i got you fam, POV Outsider, The Force Loves Obi-Wan Kenobi"
45166090,Creator Chose Not To Use Archive Warnings,"Clone Force 99 | Bad Batch & Crosshair (Star Wars: Bad Batch), Crosshair & Hunter & Omega & Tech & Wrecker (Star Wars: The Bad Batch)","Crosshair (Star Wars: The Bad Batch), Hunter (Star Wars: The Bad Batch), Wrecker (Star Wars: The Bad Batch), Omega (Star Wars: The Bad Batch), Tech (Star Wars: The Bad Batch), Cid (Star Wars: The Bad Batch)","Echo's not here but it's not my fault he left don't blame me, but he does get mentioned, Angst with a Happy Ending, Whump, Hurt/Comfort, Needed an excuse for them to talk to each other, and because they're all idiots it had to be a literal life or death situation, Soft Crosshair (Star Wars: The Bad Batch), Protective Crosshair (Star Wars: The Bad Batch), Canon-Typical Violence, Near Death Experiences, Alternate Universe - Canon Divergence, Fix-It of Sorts"
45165130,No Archive Warnings Apply,"beilert valance & beilert valance's father, Obi-Wan Kenobi & Anakin Skywalker","Beilert Valance, Beilert Valance's Father, Obi-Wan Kenobi, Anakin Skywalker","young valance, chorin, Pre-Star Wars: Revenge of the Sith"
43911652,Graphic Depictions Of Violence,,"Original Jedi Character(s) (Star Wars), Original Characters, Clone Cadets (Star Wars), Original Clone Character(s)","Force Sensitive OC, Order 66 (Star Wars), Order 66 Aftermath (Star Wars), tw for a clone shooting someone on the head, Tayvah jir, Copper Jir, Fluff and Angst"
45164554,No Archive Warnings Apply,Obi-Wan Kenobi & Ahsoka Tano,"Obi-Wan Kenobi, Ahsoka Tano","Padawan Novel Reference (Star Wars), Obi-Wan Kenobi POV, POV Third Person Limited, Minor Obi-Wan Kenobi/Satine Kryze, Talk about Romantic and Sexual Attraction"
45163234,Creator Chose Not To Use Archive Warnings,"Arthur/Eames (Inception), Catelyn Tully Stark/Ned Stark, Jon Snow/Original Female Character(s), Derek Hale/Stiles Stilinski, Claudia Stilinski/Sheriff Stilinski, Obi-Wan Kenobi & Quinlan Vos, Jon Snow/Ygritte, Jaime Lannister/Brienne of Tarth, Sansa Stark/Original Male Character(s), Gendry/Arya Stark, Robb Stark/Margaery Tyrell, Layla El-Faouly/Marc Spector, Layla El-Faouly & Jake Lockley, Layla El-Faouly/Steven Grant, Robbie Reyes/Skye | Daisy Johnson, Dick Grayson & Virgil Hawkins","Arthur (Inception), Eames (Inception), Catelyn Tully Stark, Ned Stark, Ariadne (Inception), Sansa Stark, Robb Stark, Jon Snow, Arya Stark, Bran Stark, Rickon Stark, Stiles Stilinski, Derek Hale, Peter Hale, Sheriff Stilinski, Obi-Wan Kenobi, Quinlan Vos, Tholme (Star Wars), Jango Fett, Jaster Mereel, Jaime Lannister, Brienne of Tarth, Ygritte, Jethro Gibbs, Anthony DiNozzo, Caitlin Todd, Jeor Mormont, Robbie Reyes, Marc Spector, Steven Grant (Marvel), Jake Lockley, Dick Grayson, Virgil ""Static"" Hawkins","Non-Graphic Violence, Mentioned warfare, non-con in reference to biting in teen wolf, Panic Attacks, Child Soldiers, Guns, Betrayal, Attempted Murder, idk how to tag this, Planet Melida | Daan (Star Wars), Bad Friend Scott McCall (Teen Wolf), Stiles Stilinski Speaks Polish, Werefox Stiles Stilinski"
45092008,Creator Chose Not To Use Archive Warnings,CC-2224 | Cody/Obi-Wan Kenobi,"CC-2224 | Cody, Obi-Wan Kenobi, Clone Trooper Waxer (Star Wars)","Can Be Read As General, minor character injury, Canon-Typical Violence, Character Study"
45163651,No Archive Warnings Apply,Obi-Wan Kenobi & Anakin Skywalker,"Obi-Wan Kenobi, Anakin Skywalker","Angst, Emotional Hurt/Comfort, Missing Scene, Episode: s06e06 The Rise of Clovis, Episode: s06e07 Crisis at the Heart, They Talk So Much In This, Yet Another Entry in the 'Make Anakin Skywalker Cry' Collection, Seriously Its Just Talking and Crying, Anakin Skywalker Cries, Anakin Skywalker Needs a Hug, Canon Compliant, Self Indulgent TO THE MAXIMUM, They Love Each Other So Much But It Wont Save Them"
45163603,Creator Chose Not To Use Archive Warnings,ARC-5513 | Locks/Urudyk Sa'aza,"ARC-5513 | Locks, Urudyk Sa'aza","Thigh Holsters, Gift Giving"
45162610,No Archive Warnings Apply,"ARC-5513 | Locks & Kel’hir, ARC-5513 | Locks/Urudyk Sa’aza","ARC-5513 | Locks, Urudyk Sa’aza, Kel’hir","Baiting, Jealousy, Mission Fic Barely"
40133454,No Archive Warnings Apply,,,"Action/Adventure, Romance, Science Fiction"
16345235,No Archive Warnings Apply,"Kylo Ren/Rey, Hux/VIctory for the First Order","Ben Solo | Kylo Ren, Kylo Ren, Armitage Hux, Rae Sloane, Dopheld Mitaka, Tritt Opan, Rey (Star Wars), Leia Organa, Poe Dameron, Finn (Star Wars), Millicent the Cat (Star Wars), Original Characters, Original Planets - Character, Natasi Daala, Knights of Ren, Gilad Pellaeon, Ciena Ree, Enric Pryde, Lando Calrissian, Domaric Quinn, Sinjir Rath Velus, Crix Madine, Rose Tico, Ransolm Casterfo, Quinlan Vos, C3PO, R2D2, Original droids - Character, Larma D'Acy, Dani (Star Wars), Den Siva, Lumiya | Shira Elan Colla Brie, Original First Order Characters (Star Wars), Qi'ra (Star Wars), Darth Maul, Asajj Ventress, Beaumont Kin, Suralinda Javos","First Order Bureaucracy, AU, Eventual Happy Ending For Most People, minimal angst, Post-TLJ, not TROS compliant, Armitage Hux Deserved Better, Grand Marshal Armitage Hux, Ensemble Cast, Leia Organa Deserves Better"
45160291,No Archive Warnings Apply,Obi-Wan Kenobi/Anakin Skywalker,"Obi-Wan Kenobi, Anakin Skywalker","Obikin Events' Bingo 2022, Alternate Universe - Modern Setting, Pre-Relationship, Getting Together, Tumblr Prompt, it's busker Anakin, and Obi-Wan has a crush, I suppose this was mostly inspired by my love of music, and maybe a smidge by 'Once'"
45159640,No Archive Warnings Apply,"Din Djarin & Grogu | Baby Yoda, Grogu | Baby Yoda & Reader, Din Djarin/Reader","Grogu | Baby Yoda, Din Djarin, Reader","Protective Din Djarin, Good Parent Din Djarin, Soft Din Djarin, Helmetless Din Djarin, First Day of School, Grogu Goes to School, Fluff, Domestic Fluff, Family Fluff, Family Feels, Clan of Three"
45158686,No Archive Warnings Apply,CC-1010 | Fox/Quinlan Vos,"CC-1010 | Fox, Quinlan Vos","Hurt/Comfort, Unconsciousness, Blood Loss, Sheev Palpatine Being An Asshole, CC-1010 | Fox Needs A Hug, and he gets one, Clone Commander Thorn Lives (Star Wars), Getting Together, First Kiss"
45155395,No Archive Warnings Apply,Boba Fett/Fennec Shand,"Boba Fett, Fennec Shand",
45154456,No Archive Warnings Apply,Kanan Jarrus/Hera Syndulla,"Kanan Jarrus, Hera Syndulla, Okadiah Garson","First Dates, First Meetings, First Kiss, Blind Date, Song: Galway Girl (Ed Sheeran), Kanan Jarrus Loves Hera Syndulla, Kanan Jarrus Being a Dork, Kanan Jarrus/Hera Syndulla in Love, Fluff, Kiss Kiss Fall in Love, Falling In Love, Dorks in Love, Dancing, First Dance, Fluffy Ending, Dorks, #ficwip Hey Sweetheart Challenge"
41071347,No Archive Warnings Apply,"Qui-Gon Jinn & Obi-Wan Kenobi, Obi-Wan Kenobi & Mace Windu, Cerasi & Obi-Wan Kenobi & Nield, Obi-Wan Kenobi & Plo Koon, Plo Koon & Mace Windu, Jon Antilles & Mace Windu, Jocasta Nu & Tyvokka, Obi-Wan Kenobi & Quinlan Vos","Obi-Wan Kenobi, Mace Windu, Jon Antilles, Plo Koon, Tyvokka (Star Wars), Jocasta Nu, Quinlan Vos, T'ra Saa (Star Wars)","Alternate Universe - Canon Divergence, Parental Mace Windu, Protective Mace Windu, Young Obi-Wan Kenobi, Obi-Wan Kenobi Needs a Hug, Hurt/Comfort, Caring Plo Koon, Plo Koon Does What Plo Koon Wants, Trauma, Post-Traumatic Stress Disorder - PTSD, Self-Esteem Issues, Wookiee Species (Star Wars)"
43392066,No Archive Warnings Apply,"Obi-Wan Kenobi & Sabine Wren, Anakin Skywalker & Shmi Skywalker, Satine Kryze & Sabine Wren, Obi-Wan Kenobi & Satine Kryze, Obi-Wan Kenobi/Satine Kryze, Sabine Wren & Quinlan Vos, Ezra Bridger & Sabine Wren, Sabine Wren & Pre Vizsla, Sabine Wren & Ursa Wren, Anakin Skywalker & Sabine Wren","Sabine Wren, Obi-Wan Kenobi, Quinlan Vos, Satine Kryze, Anakin Skywalker, Padmé Amidala, Shmi Skywalker, CT-7567 | Rex, Almec (Star Wars), CC-2224 | Cody, Ezra Bridger, Jacen Syndulla, Ahsoka Tano, Pre Vizsla, Ursa Wren, Bo-Katan Kryze","Time Travel, Time Travel Fix-It, Fix-It, Alternate Universe - Everyone Lives/Nobody Dies, Angst, Angst with a Happy Ending, Force-Sensitive Sabine Wren, Minor Ezra Bridger/Sabine Wren, anakin ships it, he also ships obitine, he just really doesn't want to be the only married jedi, The World Between Worlds (Star Wars), Quinlan Vos is a Troll, he may or may not have some theories about korkie's parentage, Psychometry, The Mandalorian Darksaber (Star Wars), (a bad combination), no beta we just die, Sabine Wren Needs a Hug, Sabine Wren Gets a Hug, The Reunion™️"
45150538,No Archive Warnings Apply,Feemor & Obi-Wan Kenobi,"Obi-Wan Kenobi, Feemor (Star Wars), Original Jedi Character(s) (Star Wars), Anakin Skywalker","Post-Star Wars: The Phantom Menace, Alternate Universe - Canon Divergence, Nonbinary Character"
45150157,No Archive Warnings Apply,Original Jedi Character(s)/Original Female Character(s),"Original Female Sith Character(s), Original Jedi Character(s) (Star Wars)","Original Character(s), Padawans (Star Wars), Nobility, Age Regression/De-Aging, Non-Sexual Age Play, Teen Romance, Long-Distance Relationship, Pre-Canon, Short"
45020905,No Archive Warnings Apply,"Din Djarin/Reader, Din Djarin/You, Din Djarin & Reader, Din Djarin & You","Din Djarin, Reader","Hurt/Comfort, Angst, Injury, Blood and Injury, Major Character Injury, Injury Recovery, Fever, Fever Dreams, Hallucinations, Angst and Hurt/Comfort, Comfort, Soft Din Djarin, Protective Din Djarin, Reader-Insert, Angst with a Happy Ending, Happy Ending"
45148765,Creator Chose Not To Use Archive Warnings,"Rey/Ben Solo | Kylo Ren, Kylo Ren/Rey, Rey & Ben Solo | Kylo Ren","Rey (Star Wars), Ben Solo | Kylo Ren, Ben Solo, Kylo Ren, Luke Skywalker, Maz Kanata, Temmin ""Snap"" Wexley","1940s, Alternate Universe - 1940s, 1950s, 50s, 40s, Songfic, Hurt/Comfort, Emotional Hurt/Comfort, One Shot, Waiters & Waitresses, Late Night Conversations, Late at Night, Caring Ben Solo, Serial Killers, Alternate Universe - Serial Killers, Slow Dancing, Dancing, Los Angeles, Drinking"
45148660,Creator Chose Not To Use Archive Warnings,"Aric Jorgan/Female Republic Trooper, Elara Dorne & Female Republic Trooper","Aric Jorgan, Female Republic Trooper, Solvi Itera (OC), Elara Dorne",
44463079,No Archive Warnings Apply,"CC-2224 | Cody/Obi-Wan Kenobi, Clone Trooper Crys & Clone Trooper Wooley (Star Wars), Clone Trooper Boil & Clone Trooper Waxer & Clone Trooper Wooley (Star Wars)","Clone Trooper Wooley (Star Wars), Clone Trooper Crys (Star Wars), CC-2224 | Cody, Obi-Wan Kenobi, Clone Trooper Waxer (Star Wars), Clone Trooper Boil (Star Wars), Patches (OC), CC-5576-39 | Gregor, Clone Trooper Trapper (Star Wars)","Alternate Universe - Modern Setting, Mustache Cody, Mustache Cody Bingo, Math teacher Cody, P.E. teacher Obi-wan, Winter Break, Summer Vacation, School Trip, Trans Crys, briefly mentioned mullet obi-wan, Rollerskating, briefly mentioned mullet Cody"
45147643,No Archive Warnings Apply,Crosshair & CT-21-0408 | CT-1409 | Echo & Hunter & Omega & Tech & Wrecker (Star Wars: The Bad Batch),"Omega (Star Wars: The Bad Batch), CT-21-0408 | CT-1409 | Echo, Hunter (Star Wars: The Bad Batch), Tech (Star Wars: The Bad Batch), Wrecker (Star Wars: The Bad Batch)","Podfic, Podfic Length: 0-10 Minutes, Audio Format: MP3, Audio Format: Streaming, Himbo Wrecker (Star Wars: The Bad Batch), Protective Tech (Star Wars: The Bad Batch), Mando'a Language (Star Wars), Battle Droids (Star Wars), Fluff, Fluffuary | Fluffy February 2023"
45146758,"Creator Chose Not To Use Archive Warnings, No Archive Warnings Apply",,"Bastila Shan, Carth Onasi, Revan (Star Wars), Alek | Darth Malak, Jolee Bindo, Juhani (Star Wars), HK-47 (Star Wars), Zaalbar (Star Wars), Mission Vao, Canderous Ordo","Novel, Novelization, Action/Adventure, Canon - Video Game"
45146836,No Archive Warnings Apply,Obi-Wan Kenobi/Anakin Skywalker,"Obi-Wan Kenobi, Anakin Skywalker, Original Jedi Character(s) (Star Wars)","Force Ghost Anakin Skywalker, Force Ghost Obi-Wan Kenobi"
45145210,Graphic Depictions Of Violence,"Wednesday Addams/Enid Sinclair, Bianca Barclay/Yoko Tanaka, Gomez Addams/Morticia Addams, Padmé Amidala/Anakin Skywalker","Wednesday Addams, Enid Sinclair, Yoko Tanaka, Bianca Barclay, Marilyn Thornhill | Laurel Gates, Larissa Weems, Gomez Addams, Morticia Addams, Pugsley Addams, Pubert Addams, Ajax Petropolus, Xavier Thorpe, Tyler Galpin, Divina (Wednesday), Kent (Wednesday), Padmé Amidala, Anakin Skywalker, Anakin Skywalker | Darth Vader, Luke Skywalker, Leia Organa","Galactic Empire (Star Wars), Rebellion Era (Star Wars), Alternate Universe - Still Have Powers"
45143998,No Archive Warnings Apply,"Din Djarin/Boba Fett, Din Djarin & Boba Fett & Fennec Shand","Din Djarin, Boba Fett, Fennec Shand","Canon Era, Alternate Universe - Magic, Rituals, Established Relationship, King Boba Fett, Boba Fett Has a Prosthetic Leg, Chronic Pain, Planet Tatooine (Star Wars)"
45147277,Creator Chose Not To Use Archive Warnings,"No Romantic Relationship(s), yet","CT-7567 | Rex, Anakin Skywalker, Ahsoka Tano, Obi-Wan Kenobi, CC-2224 | Cody, CT-27-5555 | ARC-5555 | Fives, CT-21-0408 | CT-1409 | Echo, CT-5597 | Jesse, CT-6116 | Kix, Clone Trooper Hardcase (Star Wars)","Age Regression/De-Aging, How Do I Tag, That's Not How The Force Works (Star Wars), Sith, Clones, CT-7567 | Rex Needs a Hug, CT-7567 | Rex & Ahsoka Tano Friendship, Help, Im new to ao3, Sith Temples (Star Wars), Sith Artifacts (Star Wars), Sith Holocrons (Star Wars), Sith Shenanigans (Star Wars), Anakin Skywalker Needs a Hug, Ahsoka Tano is a Sibling to the Clones, CT-6116 | Kix is So Done, Jedi as Found Family (Star Wars), Clone Troopers Speak Mando'a (Star Wars), Clone Troopers Deserve Better (Star Wars), Baby Clones (Star Wars), Author Is Sleep Deprived, Why Did I Write This?, Cross-Posted on Wattpad"
